"","x",".n","seed","n","df","sw_pvalue","meanx","sdx","cdfx","naive1.env.lower","naive1.env.upper","naive1.env.fit.value","naive1.qq.x","naive1.qq.y",".sample_inner",".sample_outer"
"1",0.61962890880896,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.774193548387097,0.281218455392899,1.28578229538665,0.783500375389774,0.783500375389774,0.61962890880896,2,19
"2",1.13137442800846,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.870967741935484,0.606009055677607,1.77762328768518,1.19181617168139,1.19181617168139,1.13137442800846,2,19
"3",0.319675863823686,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.612903225806452,-0.158996201667351,0.752471878187148,0.296737838259898,0.296737838259898,0.319675863823686,2,19
"4",-0.147410462525674,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.387096774193548,-0.752471878187147,0.158996201667352,-0.296737838259898,-0.296737838259898,-0.147410462525674,2,19
"5",-0.582233663224187,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.225806451612903,-1.28578229538665,-0.281218455392899,-0.783500375389774,-0.783500375389774,-0.582233663224187,2,19
"6",1.2503993452478,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.903225806451613,0.737898487919914,2.02808976628136,1.38299412710064,1.38299412710064,1.2503993452478,2,19
"7",-0.548550184672831,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.258064516129032,-1.1620925862622,-0.186886914129967,-0.674489750196082,-0.674489750196082,-0.548550184672831,2,19
"8",0.533498196442526,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.67741935483871,0.00950928429169329,0.944571572687193,0.477040428489443,0.477040428489443,0.533498196442526,2,19
"9",2.05622266086877,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.935483870967742,0.888673083111048,2.40103417079189,1.64485362695147,1.64485362695147,2.05622266086877,2,19
"10",-0.134005636229925,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.419354838709677,-0.662539814620675,0.241683026124825,-0.210428394247925,-0.210428394247925,-0.134005636229925,2,19
"11",-1.43580296270354,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.0645161290322581,-2.4010341707919,-0.888673083111048,-1.64485362695147,-1.64485362695147,-1.43580296270354,2,19
"12",-0.720421237775672,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.161290322580645,-1.58444630079091,-0.488420478196672,-1.03643338949379,-1.03643338949379,-0.720421237775672,2,19
"13",2.56824212615824,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.967741935483871,1.02289823250958,3.23319223586039,2.12804523418498,2.12804523418498,2.56824212615824,2,19
"14",-0.0115599324335598,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.451612903225806,-0.57543490759177,0.324112213881622,-0.125661346855074,-0.125661346855074,-0.0115599324335598,2,19
"15",-0.356577629500347,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.32258064516129,-0.944571572687193,-0.00950928429169329,-0.477040428489443,-0.477040428489443,-0.356577629500347,2,19
"16",0.271967278709493,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.580645161290323,-0.241683026124825,0.662539814620675,0.210428394247925,0.210428394247925,0.271967278709493,2,19
"17",-1.89418528444705,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.032258064516129,-3.23319223586039,-1.02289823250958,-2.12804523418498,-2.12804523418498,-1.89418528444705,2,19
"18",-0.673553690057091,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.193548387096774,-1.42438616334272,-0.381083419945008,-0.902734791643865,-0.902734791643865,-0.673553690057091,2,19
"19",0.573397556356705,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.709677419354839,0.0966764148064604,1.04925868218447,0.572967548495463,0.572967548495463,0.573397556356705,2,19
"20",0.411239420966767,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.645161290322581,-0.0754751654289808,0.846116098244116,0.385320466407568,0.385320466407568,0.411239420966767,2,19
"21",-0.368316371046301,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.290322580645161,-1.04925868218447,-0.0966764148064604,-0.572967548495463,-0.572967548495463,-0.368316371046301,2,19
"22",0.257008389205127,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.548387096774194,-0.324112213881622,0.57543490759177,0.125661346855074,0.125661346855074,0.257008389205127,2,19
"23",-1.33356434272795,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.0967741935483871,-2.02808976628136,-0.737898487919915,-1.38299412710064,-1.38299412710064,-1.33356434272795,2,19
"24",-0.889726912054347,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.129032258064516,-1.77762328768518,-0.606009055677607,-1.19181617168139,-1.19181617168139,-0.889726912054347,2,19
"25",1.12984910140996,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.838709677419355,0.488420478196672,1.58444630079091,1.03643338949379,1.03643338949379,1.12984910140996,2,19
"26",-0.278404439077086,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.354838709677419,-0.846116098244116,0.0754751654289808,-0.385320466407568,-0.385320466407568,-0.278404439077086,2,19
"27",0.0122922915117491,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.483870967741935,-0.490416091174519,0.406837495541611,-0.0417892978164538,-0.0417892978164538,0.0122922915117491,2,19
"28",0.028930108621183,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.516129032258065,-0.406837495541611,0.490416091174519,0.0417892978164539,0.0417892978164539,0.028930108621183,2,19
"29",0.603599160594709,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.741935483870968,0.186886914129967,1.1620925862622,0.674489750196082,0.674489750196082,0.603599160594709,2,19
"30",0.995991478281673,1,29779,30,2,0.884646643774554,0.112966785551342,0.97449065862937,0.806451612903226,0.381083419945008,1.42438616334272,0.902734791643865,0.902734791643865,0.995991478281673,2,19
"31",-0.627350667418995,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.354838709677419,-0.846116098244116,0.0754751654289808,-0.385320466407568,-0.385320466407568,-0.627350667418995,3,20
"32",0.664861286723203,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.709677419354839,0.0966764148064604,1.04925868218447,0.572967548495463,0.572967548495463,0.664861286723203,3,20
"33",2.00987071633823,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.935483870967742,0.888673083111048,2.40103417079189,1.64485362695147,1.64485362695147,2.00987071633823,3,20
"34",-0.462286626387457,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.387096774193548,-0.752471878187147,0.158996201667352,-0.296737838259898,-0.296737838259898,-0.462286626387457,3,20
"35",1.10597263112666,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.838709677419355,0.488420478196672,1.58444630079091,1.03643338949379,1.03643338949379,1.10597263112666,3,20
"36",-1.18194498169736,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.225806451612903,-1.28578229538665,-0.281218455392899,-0.783500375389774,-0.783500375389774,-1.18194498169736,3,20
"37",-1.26156220557239,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.193548387096774,-1.42438616334272,-0.381083419945008,-0.902734791643865,-0.902734791643865,-1.26156220557239,3,20
"38",-0.0597023139049283,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.483870967741935,-0.490416091174519,0.406837495541611,-0.0417892978164538,-0.0417892978164538,-0.0597023139049283,3,20
"39",0.808350964407112,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.741935483870968,0.186886914129967,1.1620925862622,0.674489750196082,0.674489750196082,0.808350964407112,3,20
"40",0.435111206192757,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.645161290322581,-0.0754751654289808,0.846116098244116,0.385320466407568,0.385320466407568,0.435111206192757,3,20
"41",-0.433365095092239,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.419354838709677,-0.662539814620675,0.241683026124825,-0.210428394247925,-0.210428394247925,-0.433365095092239,3,20
"42",-0.324075084831676,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.451612903225806,-0.57543490759177,0.324112213881622,-0.125661346855074,-0.125661346855074,-0.324075084831676,3,20
"43",0.473465540659451,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.67741935483871,0.00950928429169329,0.944571572687193,0.477040428489443,0.477040428489443,0.473465540659451,3,20
"44",-1.82021241757305,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.0967741935483871,-2.02808976628136,-0.737898487919915,-1.38299412710064,-1.38299412710064,-1.82021241757305,3,20
"45",-0.943403548895905,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.290322580645161,-1.04925868218447,-0.0966764148064604,-0.572967548495463,-0.572967548495463,-0.943403548895905,3,20
"46",-0.768884038580125,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.32258064516129,-0.944571572687193,-0.00950928429169329,-0.477040428489443,-0.477040428489443,-0.768884038580125,3,20
"47",0.0630353407884877,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.516129032258065,-0.406837495541611,0.490416091174519,0.0417892978164539,0.0417892978164539,0.0630353407884877,3,20
"48",0.107287248015251,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.548387096774194,-0.324112213881622,0.57543490759177,0.125661346855074,0.125661346855074,0.107287248015251,3,20
"49",0.171938874588783,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.580645161290323,-0.241683026124825,0.662539814620675,0.210428394247925,0.210428394247925,0.171938874588783,3,20
"50",1.30367476907686,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.870967741935484,0.606009055677607,1.77762328768518,1.19181617168139,1.19181617168139,1.30367476907686,3,20
"51",-1.53974300000974,2,63280,30,2,0.993392550007429,-0.122135688933137,1.22756841046903,0.129032258064516,-1.77762328768518,-0.606009055677607,-1.19181617168139,-1.19181617168139,-1.53974300000974,3,20
