"","x","y","ID","lineup","lineup.ID"
"1",-0.597760126042478,-0.394632475513062,1,1,1
"2",-0.318639363964375,0.0574171017368952,1,1,1
"3",-0.0627067779432138,0.107478398566846,1,1,1
"4",0.0627067779432138,0.113099365411061,1,1,1
"5",-1.95996398454005,-1.73330305171297,1,1,1
"6",0.45376219016988,0.34997147255908,1,1,1
"7",1.95996398454005,0.909158982852499,1,1,1
"8",-0.189118426272792,0.0938027503412885,1,1,1
"9",1.43953147093846,0.775563836220814,1,1,1
"10",-1.15034938037601,-1.11717345092093,1,1,1
"11",-0.93458929107348,-0.76700744865805,1,1,1
"12",-0.453762190169879,-0.119335159795148,1,1,1
"13",-1.43953147093846,-1.1348078137186,1,1,1
"14",0.93458929107348,0.60725287040437,1,1,1
"15",1.15034938037601,0.647616418980566,1,1,1
"16",0.189118426272792,0.127328281439443,1,1,1
"17",0.597760126042478,0.403029134707424,1,1,1
"18",0.318639363964375,0.210534286556914,1,1,1
"19",-0.755415026360469,-0.671037961820156,1,1,1
"20",0.755415026360469,0.451593804933075,1,1,1
"21",0.189118426272792,0.287446775707616,2,1,2
"22",0.597760126042478,1.18165478967651,2,1,2
"23",1.15034938037601,1.51610206045911,2,1,2
"24",-1.43953147093846,-1.07313653494338,2,1,2
"25",-0.755415026360469,-0.74243829051664,2,1,2
"26",0.755415026360469,1.20159896726493,2,1,2
"27",-0.93458929107348,-0.949757851770485,2,1,2
"28",0.0627067779432138,0.230571090857763,2,1,2
"29",-0.0627067779432138,0.0175713298773875,2,1,2
"30",0.45376219016988,1.01390844019861,2,1,2
"31",-1.95996398454005,-1.10550395158962,2,1,2
"32",0.318639363964375,0.289893445757285,2,1,2
"33",1.43953147093846,1.58324643562958,2,1,2
"34",-0.597760126042478,-0.737515200140953,2,1,2
"35",0.93458929107348,1.25797465804915,2,1,2
"36",-0.189118426272792,-0.000558871340412784,2,1,2
"37",-0.318639363964375,-0.0841527112661141,2,1,2
"38",-1.15034938037601,-0.998772388488822,2,1,2
"39",1.95996398454005,1.97133105413573,2,1,2
"40",-0.453762190169879,-0.375799492821648,2,1,2
"41",-1.15034938037601,-0.559284836487482,3,1,3
"42",0.755415026360469,1.25243044687801,3,1,3
"43",0.0627067779432138,0.0291727010497127,3,1,3
"44",1.15034938037601,1.55000829792022,3,1,3
"45",-0.755415026360469,-0.376283584257194,3,1,3
"46",-0.318639363964375,-0.147761828918287,3,1,3
"47",-1.95996398454005,-0.895863795900759,3,1,3
"48",-0.93458929107348,-0.41363866968493,3,1,3
"49",0.597760126042478,0.679214216939061,3,1,3
"50",0.45376219016988,0.385649500513254,3,1,3
"51",-0.453762190169879,-0.271817226453525,3,1,3
"52",1.43953147093846,1.61482671065289,3,1,3
"53",-0.0627067779432138,-0.026072028996179,3,1,3
"54",0.189118426272792,0.0757034932758328,3,1,3
"55",-0.597760126042478,-0.285292635367241,3,1,3
"56",0.318639363964375,0.375882670531795,3,1,3
