"","set","x","y","in.lineup.ID","ID"
"1",1,0.793236668116565,-0.190225323809212,1,1
"2",1,-1.58639165439595,-1.67735188498634,1,1
"3",1,-1.48877030926796,-1.06558815493798,1,1
"4",1,-1.43243677648673,-1.52429752995896,1,1
"5",1,0.0146990479587481,1.35213308160833,1,1
"6",1,0.0972909302858033,1.01249619292726,1,1
"7",1,-1.18289236576803,-1.15247515914712,1,1
"8",1,-1.11296530832385,-1.08966691930324,1,1
"9",1,-1.04778827859613,-0.750684266742302,1,1
"10",1,-0.959101659670722,-1.02535858977518,1,1
"11",1,-0.880558720953328,-0.974421916252798,1,1
"12",1,-1.48215887572924,-1.65040258607536,1,1
"13",1,-0.221422785480895,1.03680580981751,1,1
"14",1,-0.0307603745578181,1.4128878382671,1,1
"15",1,-0.58629764668893,-0.423716128171521,1,1
"16",1,-0.0875419483434101,1.0294441821116,1,1
"17",1,0.933062676312402,-0.0832808130505255,1,1
"18",1,0.0600552626129013,1.17871916303766,1,1
"19",1,1.14985099879118,-0.220882385335618,1,1
"20",1,0.945825758997505,0.101093591569371,1,1
"21",1,-0.104139299269777,0.0395372976155247,1,1
"22",1,-0.0354668756957102,-0.196955211280657,1,1
"23",1,0.0366708137606218,-0.074064676012262,1,1
"24",1,-1.1365250495682,-1.63556383967149,1,1
"25",1,0.193502337836795,0.146916504437095,1,1
"26",1,0.270517119388461,0.440746901528701,1,1
"27",1,0.360847204430731,0.393031998243183,1,1
"28",1,1.12032079986173,0.0710929977165257,1,1
"29",1,-2.12925095976335,-1.5219446101977,1,1
"30",1,0.681024746247932,0.122084868609244,1,1
"31",1,0.663652424980297,0.49249128445052,1,1
"32",1,1.11020444305651,0.0138937862022965,1,1
"33",1,0.810568557449837,1.09332552334505,1,1
"34",1,0.896822731782021,0.73438247645253,1,1
"35",1,0.978067951222562,0.733836359609564,1,1
"36",1,0.0847478383563359,1.1112564887601,1,1
"37",1,1.41716833222819,-0.0306928346066264,1,1
"38",1,1.20687755018518,1.22946601308257,1,1
"39",1,0.753638406927064,-0.236075458985514,1,1
"40",1,1.3477539804523,1.19923152815128,1,1
"41",1,-1.56349772325645,-1.08580543755551,1,1
"42",1,1.5172649769512,1.85060500945122,1,1
"43",1,-1.4448235874022,-1.54147275858317,1,1
"44",1,0.144496313716347,1.44749649833215,1,1
"45",1,0.924622327309445,-0.0920489108873008,1,1
"46",1,-1.562440555802,-0.231477149366447,2,2
"47",1,-0.902663918691223,-0.250334451872115,2,2
"48",1,-1.23997953417937,-0.135023453781824,2,2
"49",1,-0.146850013805172,-1.66548354564217,2,2
"50",1,-1.43809762925454,-1.38216867032697,2,2
"51",1,1.06944951304478,1.16034647451579,2,2
"52",1,-0.159737083618936,-1.6159459481376,2,2
"53",1,-1.2091615454597,-1.14046309789786,2,2
"54",1,-1.13475899452552,-1.13464746628527,2,2
"55",1,-1.04791178851851,-0.977841072577617,2,2
"56",1,-0.966941210357068,-0.629594217019094,2,2
"57",1,-1.03612843737595,-0.429271190145424,2,2
"58",1,-0.816524023471912,-0.446361264575316,2,2
"59",1,1.15174078203349,1.11360706315584,2,2
"60",1,-1.01009814267512,-0.33054443752559,2,2
"61",1,1.20754778620619,0.86697553242882,2,2
"62",1,-0.493425769674535,-0.766960884958716,2,2
"63",1,-0.326215261386909,-1.84739649695668,2,2
"64",1,-0.343898376623567,-0.13190035677996,2,2
"65",1,1.06760871010154,0.811695104541915,2,2
"66",1,-0.159846461217284,-0.0140581898848343,2,2
"67",1,-0.0930101910755451,-0.180081729166033,2,2
"68",1,-0.00149329513290399,0.330748893006951,2,2
"69",1,0.0571829082527413,0.167467505426626,2,2
"70",1,1.22188922932862,0.748880707576552,2,2
